x, y dims for both T and DP
          14        2154
min interval, smoothing pts, hour avg interval
       3      21       1
 
Temperature Standard Deviations
    year   month     day    hour       1       2       3       4       5       6       7       8       9      10
      13       7      14      21    0.06    0.03    0.12    0.08    0.05    0.08    0.28    0.04    0.03    0.03
      13       7      14      22    0.04    0.04    0.08    0.06    0.08    0.09    0.28    0.03    0.05    0.04
      13       7      14      23    0.07    0.03    0.10    0.05    0.09    0.09    0.08    0.03    0.04    0.04
      13       7      15       0    0.13    0.06    0.07    0.05    0.05    0.07    0.06    0.02    0.04    0.04
      13       7      15       1    0.06    0.05    0.07    0.04    0.12    0.07    0.04    0.02    0.03    0.04
      13       7      15       2    0.05    0.06    0.07    0.03    0.08    0.03    0.03    0.04    0.02    0.04
      13       7      15       3    0.07    0.05    0.05    0.04    0.10    0.04    0.02    0.03    0.03    0.02
      13       7      15       4    0.05    0.06    0.05    0.05    0.09    0.05    0.03    0.02    0.02    0.03
      13       7      15       5    0.05    0.06    0.06    0.04    0.07    0.07    0.04    0.02    0.01    0.03
      13       7      15       6    0.05    0.12    0.08    0.08    0.19    0.06    0.04    0.03    0.03    0.02
      13       7      15       7    0.06    0.26    0.07    0.09    0.15    0.09    0.05    0.07    0.05    0.09
      13       7      15       8    0.11    0.05    0.08    0.14    0.29    0.07    0.09    0.21    0.10    0.11
      13       7      15       9    0.08    0.11    0.16    0.28    0.21    0.12    0.15    0.10    0.25    0.15
      13       7      15      10    0.12    0.29    0.17    0.45    0.31    0.09    0.38    0.18    0.23    0.24
      13       7      15      11    0.15    0.30    0.24    0.21    0.19    0.11    0.12    0.11    0.22    0.23
      13       7      15      12    0.22    0.17    0.35    0.19    0.11    0.25    0.16    0.13    0.21    0.30
      13       7      15      13    0.17    0.12    0.34    0.28    0.10    0.14    0.45    0.22    0.27    0.27
      13       7      15      14    0.13    0.25    0.16    0.28    0.19    0.19    0.48    0.13    0.24    0.45
      13       7      15      15    0.16    0.13    0.15    0.30    0.11    0.11    0.44    0.10    0.11    0.23
      13       7      15      16    0.21    0.12    0.13    0.14    0.09    0.09    0.54    0.12    0.07    0.12
      13       7      15      17    0.25    0.15    0.14    0.14    0.18    0.16    0.36    0.13    0.08    0.09
      13       7      15      18    0.12    0.16    0.12    0.09    0.14    0.10    0.38    0.09    0.08    0.13
      13       7      15      19    0.07    0.06    0.19    0.10    0.09    0.05    0.53    0.09    0.09    0.08
      13       7      15      20    0.06    0.05    0.19    0.16    0.11    0.05    0.40    0.04    0.04    0.04
      13       7      15      21    0.10    0.04    0.17    0.10    0.08    0.06    0.16    0.04    0.03    0.03
      13       7      15      22    0.07    0.06    0.16    0.08    0.05    0.03    0.11    0.05    0.03    0.02
      13       7      15      23    0.05    0.05    0.10    0.04    0.06    0.03    0.08    0.12    0.04    0.01
      13       7      16       0    0.06    0.04    0.07    0.07    0.03    0.05    0.15    0.09    0.04    0.03
      13       7      16       1    0.07    0.03    0.17    0.06    0.04    0.07    0.07    0.03    0.03    0.06
      13       7      16       2    0.04    0.06    0.10    0.06    0.07    0.07    0.04    0.04    0.03    0.06
      13       7      16       3    0.06    0.08    0.10    0.12    0.05    0.03    0.11    0.07    0.06    0.07
      13       7      16       4    0.07    0.10    0.06    0.11    0.05    0.05    0.05    0.04    0.07    0.08
      13       7      16       5    0.06    0.07    0.11    0.10    0.06    0.08    0.06    0.09    0.07    0.04
      13       7      16       6    0.08    0.05    0.05    0.07    0.09    0.05    0.08    0.03    0.04    0.04
      13       7      16       7    0.08    0.05    0.06    0.14    0.06    0.04    0.19    0.14    0.04    0.04
      13       7      16       8    0.09    0.06    0.08    0.16    0.28    0.04    0.20    0.14    0.12    0.06
      13       7      16       9    0.11    0.12    0.14    0.25    0.31    0.16    0.16    0.26    0.14    0.09
      13       7      16      10    0.15    0.22    0.22    0.36    0.47    0.16    0.42    0.15    0.21    0.17
      13       7      16      11    0.18    0.26    0.25    0.49    0.17    0.13    0.26    0.14    0.19    0.09
      13       7      16      12    0.28    0.17    0.20    0.50    0.18    0.13    0.31    0.14    0.12    0.13
      13       7      16      13    0.19    0.12    0.20    0.24    0.31    0.08    0.27    0.15    0.10    0.10
      13       7      16      14    0.22    0.13    0.17    0.25    0.17    0.06    0.26    0.14    0.14    0.17
      13       7      16      15    0.17    0.22    0.20    0.21    0.10    0.09    0.19    0.14    0.15    0.11
      13       7      16      16    0.16    0.13    0.23    0.23    0.17    0.09    0.15    0.10    0.14    0.14
      13       7      16      17    0.17    0.11    0.15    0.21    0.16    0.07    0.26    0.06    0.10    0.09
      13       7      16      18    0.09    0.19    0.12    0.16    0.11    0.05    0.22    0.04    0.07    0.06
      13       7      16      19    0.12    0.11    0.13    0.10    0.06    0.06    0.30    0.04    0.04    0.08
      13       7      16      20    0.10    0.09    0.09    0.07    0.05    0.08    0.47    0.04    0.03    0.04
      13       7      16      21    0.11    0.04    0.16    0.06    0.03    0.04    0.16    0.02    0.05    0.05
      13       7      16      22    0.09    0.06    0.12    0.06    0.03    0.05    0.15    0.03    0.06    0.06
      13       7      16      23    0.16    0.12    0.07    0.05    0.08    0.05    0.14    0.05    0.07    0.07
      13       7      17       0    0.04    0.06    0.06    0.10    0.05    0.06    0.10    0.04    0.03    0.03
      13       7      17       1    0.03    0.04    0.07    0.08    0.03    0.05    0.13    0.04    0.03    0.01
      13       7      17       2    0.03    0.03    0.12    0.07    0.05    0.04    0.11    0.03    0.03    0.07
      13       7      17       3    0.07    0.04    0.07    0.05    0.06    0.05    0.16    0.02    0.02    0.07
      13       7      17       4    0.05    0.08    0.05    0.05    0.04    0.05    0.09    0.03    0.04    0.04
      13       7      17       5    0.05    0.07    0.11    0.06    0.06    0.03    0.07    0.02    0.03    0.03
      13       7      17       6    0.13    0.07    0.13    0.14    0.27    0.04    0.10    0.04    0.05    0.04
      13       7      17       7    0.13    0.08    0.18    0.17    0.14    0.06    0.10    0.14    0.03    0.10
      13       7      17       8    0.12    0.04    0.13    0.15    0.32    0.06    0.31    0.07    0.18    0.14
      13       7      17       9    0.13    0.11    0.21    0.32    0.36    0.12    0.43    0.20    0.18    0.15
      13       7      17      10    0.22    0.18    0.28    0.23    0.52    0.19    0.34    0.09    0.18    0.17
      13       7      17      11    0.11    0.27    0.42    0.30    0.20    0.18    0.30    0.11    0.25    0.23
      13       7      17      12    0.33    0.27    0.19    0.22    0.26    0.24    0.24    0.19    0.20    0.13
      13       7      17      13    0.26    0.32    0.15    0.27    0.47    0.18    0.32    0.12    0.28    0.19
      13       7      17      14    0.51    0.48    0.13    0.12    0.35    0.22    0.30    0.18    0.25    0.29
      13       7      17      15    0.43    0.24    0.25    0.19    0.16    0.18    0.30    0.22    0.14    0.13
      13       7      17      16    0.34    0.31    0.21    0.19    0.36    0.22    0.23    0.18    0.33    0.24
      13       7      17      17    0.07    0.11    0.24    0.16    0.49    0.13    0.23    0.19    0.11    0.20
      13       7      17      18    0.11    0.20    0.19    0.14    0.41    0.13    0.10    0.14    0.10    0.26
      13       7      17      19    0.06    0.12    0.28    0.09    0.34    0.14    0.13    0.12    0.05    0.19
      13       7      17      20    0.05    0.07    0.22    0.07    0.20    0.10    0.11    0.11    0.07    0.21
      13       7      17      21    0.04    0.10    0.34    0.10    0.09    0.09    0.10    0.05    0.07    0.10
      13       7      17      22    0.04    0.10    0.16    0.21    0.21    0.15    0.37    0.10    0.02    0.08
      13       7      17      23    0.07    0.06    0.10    0.11    0.23    0.22    0.08    0.11    0.04    0.08
      13       7      18       0    0.07    0.06    0.07    0.09    0.14    0.12    0.05    0.03    0.03    0.05
      13       7      18       1    0.06    0.11    0.09    0.07    0.09    0.10    0.04    0.04    0.04    0.05
      13       7      18       2    0.13    0.11    0.11    0.04    0.08    0.13    0.04    0.02    0.03    0.06
      13       7      18       3    0.05    0.12    0.09    0.07    0.06    0.13    0.08    0.04    0.04    0.04
      13       7      18       4    0.07    0.04    0.11    0.07    0.08    0.10    0.04    0.02    0.02    0.05
      13       7      18       5    0.25    0.05    0.07    0.07    0.09    0.08    0.28    0.02    0.03    0.04
      13       7      18       6    0.08    0.03    0.14    0.09    0.12    0.11    0.11    0.02    0.02    0.06
      13       7      18       7    0.07    0.07    0.07    0.09    0.11    0.10    0.07    0.16    0.04    0.04
      13       7      18       8    0.10    0.09    0.12    0.09    0.25    0.09    0.12    0.11    0.08    0.09
      13       7      18       9    0.13    0.12    0.16    0.27    0.28    0.11    0.35    0.09    0.10    0.20
      13       7      18      10    0.19    0.23    0.17    0.27    0.31    0.12    0.40    0.10    0.29    0.33
      13       7      18      11    0.25    0.22    0.25    0.19    0.09    0.15    0.19    0.17    0.19    0.19
      13       7      18      12    0.36    0.28    0.30    0.32    0.25    0.25    0.19    0.10    0.26    0.32
      13       7      18      13    0.21    0.25    0.17    0.29    0.25    0.14    0.31    0.25    0.31    0.30
      13       7      18      14    0.37    0.35    0.24    0.25    0.16    0.18    0.45    0.16    0.32    0.17
      13       7      18      15    0.26    0.30    0.21    0.21    0.28    0.26    0.36    0.18    0.19    0.28
      13       7      18      16    0.19    0.16    0.13    0.10    0.31    0.20    0.27    0.17    0.13    0.27
      13       7      18      17    0.19    0.16    0.16    0.18    0.36    0.20    0.31    0.09    0.22    0.30
      13       7      18      18    0.17    0.12    0.16    0.12    0.19    0.17    0.46    0.15    0.15    0.19
      13       7      18      19    0.13    0.13    0.23    0.22    0.07    0.13    0.37    0.06    0.08    0.18
      13       7      18      20    0.13    0.07    0.13    0.07    0.21    0.06    0.11    0.06    0.04    0.12
      13       7      18      21    0.09    0.04    0.25    0.07    0.08    0.11    0.30    0.04    0.07    0.07
      13       7      18      22    0.10    0.04    0.17    0.06    0.04    0.09    0.55    0.03    0.05    0.05
      13       7      18      23    0.07    0.07    0.11    0.05    0.09    0.12    0.72    0.03    0.05    0.03
      13       7      19       0    0.13    0.08    0.19    0.14    0.22    0.19    0.26    0.07    0.05    0.13
      13       7      19       1    0.09    0.06    0.06    0.08    0.28    0.10    0.10    0.07    0.04    0.09
      13       7      19       2    0.08    0.06    0.09    0.04    0.09    0.11    0.10    0.04    0.05    0.05
      13       7      19       3    0.14    0.07    0.14    0.08    0.03    0.06    0.06    0.03    0.03    0.03
      13       7      19       4    0.09    0.05    0.11    0.09    0.07    0.13    0.04    0.04    0.04    0.03
      13       7      19       5    0.07    0.08    0.14    0.08    0.08    0.13    0.05    0.03    0.02    0.03
      13       7      19       6    0.16    0.12    0.14    0.06    0.18    0.08    0.06    0.04    0.03    0.04
      13       7      19       7    0.09    0.12    0.10    0.09    0.20    0.17    0.05    0.13    0.03    0.06
      13       7      19       8    0.09    0.09    0.19    0.17    0.33    0.21    0.15    0.07    0.16    0.11
      13       7      19       9    0.12    0.10    0.29    0.16    0.24    0.24    0.29    0.09    0.08    0.09
      13       7      19      10    0.13    0.26    0.36    0.12    0.33    0.17    0.20    0.11    0.14    0.18
      13       7      19      11    0.37    0.12    0.20    0.13    0.24    0.27    0.18    0.13    0.15    0.22
      13       7      19      12    0.29    0.13    0.19    0.20    0.28    0.32    0.13    0.17    0.22    0.24
      13       7      19      13    0.35    0.24    0.20    0.18    0.23    0.19    0.18    0.16    0.20    0.26
      13       7      19      14    0.33    0.18    0.17    0.18    0.17    0.22    0.23    0.08    0.15    0.20
      13       7      19      15    0.21    0.11    0.20    0.16    0.30    0.31    0.22    0.20    0.16    0.15
      13       7      19      16    0.22    0.16    0.20    0.09    0.30    0.17    0.18    0.11    0.14    0.16
      13       7      19      17    0.14    0.15    0.16    0.14    0.25    0.18    0.10    0.12    0.07    0.17
      13       7      19      18    0.28    0.15    0.13    0.13    0.25    0.29    0.17    0.09    0.15    0.15
      13       7      19      19    0.14    0.05    0.17    0.09    0.20    0.21    0.19    0.10    0.16    0.12
      13       7      19      20    0.16    0.12    0.15    0.11    0.22    0.15    0.05    0.04    0.05    0.11
      13       7      19      21    0.15    0.07    0.11    0.10    0.16    0.14    0.04    0.06    0.04    0.07
      13       7      19      22    0.11    0.07    0.05    0.08    0.14    0.15    0.04    0.06    0.04    0.11
      13       7      19      23    0.07    0.08    0.11    0.07    0.11    0.14    0.08    0.09    0.06    0.08
      13       7      20       0    0.11    0.06    0.14    0.11    0.16    0.09    0.03    0.04    0.06    0.08
      13       7      20       1    0.10    0.07    0.11    0.11    0.32    0.11    0.04    0.03    0.09    0.11
      13       7      20       2    0.13    0.05    0.08    0.09    0.16    0.11    0.06    0.06    0.04    0.05
      13       7      20       3    0.06    0.07    0.10    0.08    0.14    0.13    0.07    0.05    0.06    0.10
      13       7      20       4    0.13    0.09    0.17    0.15    0.15    0.10    0.04    0.06    0.03    0.07
      13       7      20       5    0.12    0.09    0.15    0.07    0.22    0.14    0.06    0.06    0.07    0.05
      13       7      20       6    0.07    0.09    0.12    0.06    0.24    0.11    0.06    0.04    0.03    0.05
      13       7      20       7    0.11    0.05    0.14    0.06    0.32    0.07    0.03    0.05    0.05    0.06
      13       7      20       8    0.11    0.14    0.11    0.10    0.14    0.16    0.07    0.19    0.15    0.12
      13       7      20       9    0.10    0.13    0.27    0.22    0.30    0.15    0.13    0.10    0.22    0.16
      13       7      20      10    0.22    0.16    0.19    0.18    0.51    0.22    0.26    0.24    0.20    0.24
      13       7      20      11    0.29    0.22    0.29    0.26    0.49    0.23    0.19    0.24    0.27    0.29
      13       7      20      12    0.23    0.12    0.26    0.13    0.44    0.23    0.23    0.13    0.27    0.30
      13       7      20      13    0.24    0.16    0.18    0.20    0.33    0.33    0.17    0.17    0.10    0.24
      13       7      20      14    0.25    0.24    0.24    0.10    0.34    0.34    0.19    0.14    0.15    0.17
      13       7      20      15    0.19    0.12    0.27    0.14    0.17    0.18    0.20    0.16    0.12    0.23
      13       7      20      16    0.25    0.17    0.19    0.12    0.18    0.25    0.31    0.15    0.11    0.15
      13       7      20      17    0.21    0.13    0.17    0.15    0.16    0.22    0.30    0.12    0.08    0.14
      13       7      20      18    0.59    0.70    0.75    0.53    0.23    0.17    0.22    0.14    0.14    0.20
      13       7      20      19    0.79    1.13    1.20    0.63    0.46    0.50    0.44    0.09    0.09    0.09
      13       7      20      20    0.43    0.24    0.44    0.31    0.43    0.29    0.26    0.17    0.12    0.17
      13       7      20      21    0.20    0.24    0.38    0.29    0.13    0.12    0.11    0.05    0.13    0.12
      13       7      20      22    0.36    0.32    0.59    0.40    0.27    0.25    0.13    0.10    0.11    0.12
      13       7      20      23    0.09    0.09    0.15    0.12    0.08    0.17    0.12    0.05    0.07    0.13
      13       7      21       0    0.09    0.03    0.07    0.12    0.08    0.11    0.36    0.07    0.08    0.11
      13       7      21       1    0.10    0.12    0.22    0.10    0.14    0.25    0.33    0.13    0.24    0.48
      13       7      21       2    0.14    0.16    0.19    0.12    0.09    0.18    0.18    0.10    0.07    0.06
      13       7      21       3    0.16    0.12    0.15    0.12    0.20    0.13    0.23    0.07    0.05    0.04
      13       7      21       4    0.14    0.09    0.13    0.10    0.10    0.09    0.19    0.05    0.03    0.08
      13       7      21       5    0.12    0.06    0.11    0.06    0.07    0.13    0.11    0.04    0.05    0.04
      13       7      21       6    0.09    0.07    0.07    0.09    0.29    0.10    0.29    0.08    0.07    0.08
      13       7      21       7    0.05    0.04    0.07    0.07    0.17    0.07    0.08    0.11    0.06    0.15
      13       7      21       8    0.06    0.07    0.17    0.13    0.15    0.06    0.11    0.24    0.22    0.23
      13       7      21       9    0.10    0.08    0.16    0.19    0.19    0.07    0.13    0.18    0.16    0.33
      13       7      21      10    0.10    0.12    0.11    0.11    0.34    0.15    0.22    0.17    0.23    0.28
      13       7      21      11    0.18    0.23    0.20    0.27    0.56    0.13    0.28    0.19    0.22    0.26
      13       7      21      12    0.27    0.24    0.18    0.27    0.34    0.15    0.28    0.20    0.23    0.18
      13       7      21      13    0.29    0.26    0.21    0.19    0.27    0.11    0.23    0.23    0.16    0.18
      13       7      21      14    0.27    0.22    0.25    0.18    0.27    0.11    0.19    0.20    0.28    0.20
      13       7      21      15    0.19    0.29    0.19    0.18    0.23    0.14    0.30    0.16    0.09    0.16
      13       7      21      16    0.13    0.24    0.27    0.13    0.14    0.09    0.16    0.12    0.09    0.28
      13       7      21      17    0.14    0.19    0.27    0.20    0.27    0.12    0.17    0.10    0.14    0.16
      13       7      21      18    0.16    0.14    0.13    0.12    0.28    0.11    0.12    0.09    0.10    0.17
      13       7      21      19    0.08    0.16    0.23    0.07    0.21    0.05    0.12    0.08    0.07    0.16
      13       7      21      20    0.10    0.11    0.09    0.14    0.33    0.13    0.20    0.25    0.13    0.16
      13       7      21      21    0.08    0.06    0.14    0.17    0.21    0.11    0.06    0.09    0.05    0.11
      13       7      21      22    0.10    0.10    0.15    0.08    0.18    0.06    0.08    0.08    0.09    0.11
      13       7      21      23    0.06    0.08    0.20    0.08    0.15    0.05    0.07    0.11    0.07    0.07
      13       7      22       0    0.08    0.10    0.10    0.07    0.21    0.09    0.13    0.06    0.04    0.08
      13       7      22       1    0.05    0.08    0.09    0.09    0.10    0.07    0.08    0.07    0.08    0.08
      13       7      22       2    0.09    0.09    0.08    0.07    0.15    0.10    0.09    0.06    0.07    0.06
      13       7      22       3    0.09    0.07    0.14    0.03    0.19    0.04    0.09    0.09    0.10    0.10
      13       7      22       4    0.09    0.07    0.13    0.09    0.14    0.06    0.05    0.05    0.06    0.08
      13       7      22       5    0.12    0.07    0.06    0.09    0.18    0.05    0.09    0.06    0.07    0.04
      13       7      22       6    0.06    0.06    0.05    0.13    0.25    0.04    0.05    0.06    0.09    0.06
      13       7      22       7    0.06    0.08    0.10    0.14    0.20    0.05    0.06    0.06    0.06    0.09
      13       7      22       8    0.12    0.08    0.14    0.08    0.26    0.13    0.09    0.14    0.10    0.09
      13       7      22       9    0.09    0.13    0.14    0.10    0.24    0.14    0.11    0.10    0.12    0.11
      13       7      22      10    0.23    0.17    0.38    0.25    0.22    0.11    0.26    0.16    0.16    0.18
      13       7      22      11    0.28    0.25    0.34    0.20    0.21    0.07    0.17    0.08    0.12    0.25
      13       7      22      12    0.33    0.22    0.31    0.18    0.26    0.18    0.18    0.26    0.24    0.29
      13       7      22      13    0.35    0.46    0.30    0.29    0.38    0.33    0.33    0.41    0.56    0.60
      13       7      22      14    0.22    0.21    0.20    0.23    0.30    0.22    0.32    0.19    0.21    0.10
      13       7      22      15    0.11    0.33    0.28    0.19    0.24    0.10    0.29    0.16    0.10    0.18
      13       7      22      16    0.11    0.08    0.18    0.19    0.37    0.11    0.15    0.16    0.15    0.18
      13       7      22      17    0.21    0.13    0.19    0.09    0.21    0.11    0.13    0.15    0.12    0.09
      13       7      22      18    0.16    0.17    0.29    0.09    0.25    0.22    0.16    0.16    0.07    0.16
      13       7      22      19    0.10    0.09    0.18    0.06    0.23    0.11    0.11    0.09    0.09    0.18
      13       7      22      20    0.12    0.11    0.10    0.07    0.17    0.05    0.06    0.08    0.05    0.06
      13       7      22      21    0.12    0.09    0.09    0.11    0.18    0.10    0.10    0.10    0.06    0.11
      13       7      22      22    0.05    0.05    0.07    0.06    0.09    0.09    0.06    0.08    0.07    0.06
      13       7      22      23    0.06    0.04    0.12    0.06    0.10    0.05    0.03    0.05    0.02    0.09
      13       7      23       0    0.04    0.05    0.10    0.04    0.07    0.02    0.04    0.10    0.04    0.05
      13       7      23       1    0.08    0.05    0.14    0.03    0.11    0.04    0.08    0.03    0.03    0.05
      13       7      23       2    0.02    0.07    0.06    0.05    0.09    0.02    0.03    0.03    0.02    0.07
      13       7      23       3    0.03    0.04    0.03    0.07    0.05    0.10    0.04    0.04    0.03    0.04
      13       7      23       4    0.05    0.04    0.05    0.05    0.05    0.07    0.04    0.04    0.05    0.08
      13       7      23       5    0.10    0.11    0.20    0.16    0.07    0.12    0.08    0.09    0.06    0.05
      13       7      23       6    0.12    0.09    0.13    0.09    0.14    0.17    0.20    0.06    0.07    0.09
      13       7      23       7    0.05    0.05    0.28    0.14    0.15    0.19    0.12    0.08    0.11    0.10
      13       7      23       8    0.14    0.09    0.10    0.12    0.24    0.21    0.18    0.10    0.22    0.11
      13       7      23       9    0.18    0.13    0.27    0.19    0.17    0.15    0.14    0.24    0.21    0.22
      13       7      23      10    0.13    0.17    0.13    0.33    0.24    0.23    0.22    0.16    0.26    0.20
      13       7      23      11    0.17    0.12    0.36    0.34    0.23    0.29    0.16    0.13    0.35    0.36
      13       7      23      12    0.20    0.13    0.27    0.22    0.35    0.23    0.19    0.19    0.25    0.26
      13       7      23      13    0.28    0.13    0.23    0.12    0.19    0.22    0.19    0.12    0.30    0.27
      13       7      23      14    0.26    0.14    0.28    0.13    0.34    0.21    0.19    0.14    0.19    0.19
      13       7      23      15    0.31    0.24    0.22    0.10    0.32    0.19    0.18    0.14    0.15    0.16
      13       7      23      16    0.17    0.15    0.14    0.10    0.25    0.20    0.22    0.14    0.14    0.17
      13       7      23      17    0.72    0.46    0.52    0.29    0.12    0.39    0.43    0.15    0.23    0.18
      13       7      23      18    0.34    0.33    0.32    0.18    0.28    0.41    0.17    0.11    0.14    0.13
      13       7      23      19    0.14    0.09    0.16    0.09    0.22    0.19    0.09    0.07    0.10    0.14
      13       7      23      20    0.16    0.11    0.15    0.08    0.16    0.08    0.31    0.23    0.27    0.41
      13       7      23      21    0.12    0.07    0.10    0.06    0.11    0.06    0.31    0.09    0.06    0.18
      13       7      23      22    0.06    0.04    0.11    0.08    0.09    0.05    0.12    0.04    0.03    0.07
      13       7      23      23    0.09    0.06    0.08    0.08    0.09    0.08    0.26    0.03    0.04    0.06
      13       7      24       0    0.06    0.07    0.13    0.12    0.07    0.05    0.43    0.02    0.03    0.06
      13       7      24       1    0.07    0.06    0.16    0.07    0.11    0.04    0.16    0.04    0.03    0.10
      13       7      24       2    0.06    0.04    0.22    0.07    0.10    0.05    0.23    0.03    0.03    0.08
      13       7      24       3    0.15    0.07    0.11    0.04    0.10    0.07    0.37    0.02    0.02    0.04
      13       7      24       4    0.14    0.07    0.08    0.08    0.05    0.10    0.35    0.04    0.03    0.03
      13       7      24       5    0.07    0.09    0.08    0.10    0.11    0.07    0.25    0.04    0.04    0.09
      13       7      24       6    0.04    0.03    0.09    0.07    0.13    0.06    0.20    0.05    0.04    0.13
      13       7      24       7    0.07    0.10    0.14    0.17    0.11    0.14    0.12    0.11    0.06    0.07
      13       7      24       8    0.06    1.30    0.16    0.22    0.14    0.09    0.10    0.09    0.14    0.15
      13       7      24       9    0.13    0.15    0.18    0.31    0.14    0.21    0.39    0.11    0.18    0.30
      13       7      24      10    0.15    0.18    0.18    0.49    0.19    0.14    0.33    0.16    0.30    0.21
      13       7      24      11    0.20    0.26    0.21    0.28    0.17    0.26    0.33    0.19    0.20    0.31
      13       7      24      12    0.23    0.17    0.21    0.18    0.16    0.20    0.25    0.16    0.15    0.16
      13       7      24      13    0.22    0.20    0.22    0.19    0.10    0.15    0.20    0.15    0.13    0.33
      13       7      24      14    0.29    0.28    0.17    0.30    0.08    0.23    0.18    0.10    0.15    0.21
      13       7      24      15    0.15    0.52    0.22    0.28    0.21    0.18    0.20    0.18    0.14    0.28
      13       7      24      16    0.18    0.21    0.21    0.16    0.15    0.21    0.23    0.13    0.07    0.20
      13       7      24      17    0.17    0.15    0.17    0.25    0.20    0.13    0.31    0.10    0.08    0.19
      13       7      24      18    0.14    0.13    0.18    0.18    0.06    0.17    0.19    0.11    0.09    0.15
      13       7      24      19    0.12    0.09    0.17    0.15    0.11    0.14    0.36    0.11    0.08    0.14
      13       7      24      20    0.16    0.13    0.19    0.13    0.11    0.13    0.41    0.08    0.06    0.09
      13       7      24      21    0.15    0.13    0.11    0.13    0.09    0.12    0.21    0.09    0.06    0.06
      13       7      24      22    0.13    0.14    0.16    0.24    0.14    0.12    0.25    0.17    0.18    0.15
      13       7      24      23    0.19    0.14    0.20    0.13    0.17    0.21    0.15    0.11    0.12    0.11
      13       7      25       0    0.12    0.06    0.23    0.13    0.16    0.09    0.12    0.08    0.06    0.09
      13       7      25       1    0.13    0.08    0.19    0.16    0.04    0.12    0.11    0.07    0.04    0.09
      13       7      25       2    0.10    0.08    0.14    0.13    0.08    0.10    0.09    0.09    0.11    0.07
      13       7      25       3    0.06    0.13    0.12    0.15    0.15    0.06    0.07    0.11    0.05    0.06
      13       7      25       4    0.10    0.07    0.14    0.15    0.11    0.04    0.06    0.08    0.08    0.07
      13       7      25       5    0.10    0.13    0.14    0.15    0.11    0.05    0.06    0.05    0.06    0.07
      13       7      25       6    0.10    0.13    0.15    0.14    0.11    0.08    0.06    0.09    0.08    0.04
      13       7      25       7    0.12    0.05    0.21    0.14    0.11    0.07    0.06    0.08    0.07    0.08
      13       7      25       8    0.13    0.15    0.14    0.17    0.17    0.05    0.06    0.07    0.11    0.08
      13       7      25       9    0.08    0.13    0.13    0.17    0.20    0.08    0.12    0.08    0.10    0.09
      13       7      25      10    0.14    0.15    0.14    0.22    0.29    0.09    0.12    0.12    0.08    0.08
      13       7      25      11    0.14    0.07    0.18    0.18    0.22    0.11    0.16    0.07    0.08    0.17
      13       7      25      12    0.13    0.12    0.21    0.21    0.22    0.09    0.17    0.10    0.08    0.11
      13       7      25      13    0.12    0.09    0.11    0.13    0.23    0.15    0.13    0.16    0.08    0.13
      13       7      25      14    0.18    0.10    0.12    0.21    0.33    0.07    0.12    0.11    0.11    0.10
      13       7      25      15    0.18    0.10    0.11    0.16    0.19    0.05    0.12    0.07    0.10    0.13
      13       7      25      16    0.07    0.14    0.13    0.22    0.25    0.10    0.20    0.18    0.07    0.11
      13       7      25      17    0.09    0.15    0.16    0.17    0.28    0.07    0.12    0.13    0.07    0.08
      13       7      25      18    0.11    0.14    0.23    0.15    0.34    0.08    0.18    0.09    0.06    0.13
      13       7      25      19    0.08    0.10    0.14    0.16    0.23    0.07    0.14    0.04    0.11    0.04
      13       7      25      20    0.11    0.05    0.08    0.17    0.21    0.05    0.06    0.04    0.05    0.05
      13       7      25      21    0.11    0.11    0.06    0.10    0.09    0.07    0.07    0.07    0.04    0.07
      13       7      25      22    0.09    0.11    0.07    0.10    0.18    0.06    0.04    0.05    0.05    0.09
      13       7      25      23    0.12    0.06    0.10    0.07    0.18    0.10    0.09    0.11    0.13    0.11
      13       7      26       0    0.06    0.07    0.09    0.11    0.10    0.06    0.06    0.10    0.04    0.15
      13       7      26       1    0.09    0.06    0.12    0.07    0.18    0.05    0.05    0.08    0.04    0.07
      13       7      26       2    0.06    0.06    0.13    0.08    0.12    0.03    0.04    0.05    0.03    0.04
      13       7      26       3    0.05    0.05    0.05    0.04    0.16    0.02    0.04    0.03    0.03    0.06
      13       7      26       4    0.04    0.05    0.12    0.11    0.08    0.04    0.08    0.03    0.04    0.02
      13       7      26       5    0.05    0.03    0.09    0.08    0.06    0.06    0.10    0.03    0.02    0.04
      13       7      26       6    0.11    0.08    0.11    0.12    0.06    0.06    0.09    0.02    0.03    0.05
      13       7      26       7    0.09    0.03    0.16    0.16    0.06    0.07    0.12    0.03    0.04    0.03
      13       7      26       8    0.07    0.05    0.13    0.11    0.08    0.08    0.08    0.05    0.04    0.04
      13       7      26       9    0.11    0.12    0.17    0.18    0.08    0.11    0.14    0.07    0.05    0.08
      13       7      26      10    0.15    0.21    0.30    0.21    0.12    0.17    0.18    0.10    0.11    0.12
      13       7      26      11    0.32    0.16    0.37    0.27    0.30    0.25    0.32    0.20    0.17    0.22
      13       7      26      12    0.34    0.18    0.26    0.16    0.15    0.17    0.36    0.16    0.26    0.17
      13       7      26      13    0.28    0.27    0.21    0.25    0.26    0.11    0.44    0.17    0.21    0.13
      13       7      26      14    0.39    0.30    0.19    0.29    0.16    0.20    0.31    0.14    0.13    0.12
      13       7      26      15    0.43    0.21    0.37    0.16    0.21    0.33    0.33    0.19    0.12    0.19
